selling price,no_of_bedrooms,has_servant_quarters,property_type,clean_location,zoning_tier
40000000,4.0,1,Townhouse,Kiambu Road,Kiambu/Thika_Road Corridor
24000000,3.0,0,Villa,Kitengela,SatelliteTowns/Commuter Belt
120000000,6.0,0,Villa,Karen,Premium Nairobi Suburbs
90000000,4.0,0,Villa,Naivasha,Upcountry Luxury Zone
40000000,5.0,1,Townhouse,Westlands,Premium Nairobi Suburbs
40000000,5.0,0,Villa,Lavington,Premium Nairobi Suburbs
24500000,4.0,0,Villa,Kiambu Road,Kiambu/Thika_Road Corridor
6000000,3.0,0,Villa,Kamulu/Joska/Eastern Bypass,SatelliteTowns/Commuter Belt
28000000,4.0,0,Villa,Kiambu Road,Kiambu/Thika_Road Corridor
18500000,4.0,0,Townhouse,Nyali,Coastal Market Corridor
12000000,3.0,0,Townhouse,Kitengela,SatelliteTowns/Commuter Belt
130000000,4.0,0,Villa,Westlands,Premium Nairobi Suburbs
7500000,2.0,0,Townhouse,Mombasa,Coastal Market Corridor
6200000,4.0,1,Villa,Kitengela,SatelliteTowns/Commuter Belt
4450000,1.0,0,Villa,Malindi,Coastal Market Corridor
24500000,4.0,1,Villa,Kiambu Road,Kiambu/Thika_Road Corridor
8600000,3.0,0,Villa,Ruiru,Kiambu/Thika_Road Corridor
32000000,3.0,0,Villa,Watamu,Coastal Market Corridor
65000000,4.0,0,Townhouse,Lavington,Premium Nairobi Suburbs
20000000,4.0,0,Villa,Mombasa Road / Syokimau,SatelliteTowns/Commuter Belt
65000000,4.0,0,Townhouse,Lavington,Premium Nairobi Suburbs
16000000,5.0,0,Townhouse,Mombasa,Coastal Market Corridor
37000000,4.0,0,Villa,Kiambu Road,Kiambu/Thika_Road Corridor
16000000,4.0,0,Townhouse,Mombasa,Coastal Market Corridor
15000000,5.0,0,Villa,Mombasa Road / Syokimau,SatelliteTowns/Commuter Belt
25500000,5.0,0,Villa,Nyali,Coastal Market Corridor
7700000,3.0,0,Villa,Juja / Kenyatta Road,Kiambu/Thika_Road Corridor
4500000,3.0,0,Villa,Naivasha,Upcountry Luxury Zone
14500000,4.0,0,Villa,Ngong,SatelliteTowns/Commuter Belt
38000000,5.0,0,Townhouse,Nyali,Coastal Market Corridor
16000000,3.0,0,Villa,Kitengela,SatelliteTowns/Commuter Belt
160000000,8.0,1,Villa,Westlands,Premium Nairobi Suburbs
140000000,6.0,0,Villa,Westlands,Premium Nairobi Suburbs
40000000,4.0,1,Villa,Muthaiga,Premium Nairobi Suburbs
20950000,4.0,1,Townhouse,Kiambu Road,Kiambu/Thika_Road Corridor
12000000,4.0,0,Townhouse,Kikuyu,SatelliteTowns/Commuter Belt
6500000,3.0,0,Townhouse,Athi River,SatelliteTowns/Commuter Belt
27000000,4.0,0,Villa,Roysambu Area,High Density Upcoming Suburbs
39000000,3.0,0,Villa,Mtwapa,Coastal Market Corridor
26000000,4.0,0,Villa,South C,High Density Upcoming Suburbs
20000000,3.0,0,Villa,Kilifi/kikambala/Mtwapa,Coastal Market Corridor
15500000,4.0,0,Townhouse,Mombasa Road / Syokimau,SatelliteTowns/Commuter Belt
70000000,5.0,1,Townhouse,Westlands,Premium Nairobi Suburbs
19000000,4.0,0,Villa,Mombasa Road / Syokimau,SatelliteTowns/Commuter Belt
7500000,3.0,0,Villa,Mtwapa,Coastal Market Corridor
100000000,5.0,0,Villa,Westlands,Premium Nairobi Suburbs
7500000,3.0,0,Townhouse,Mtwapa,Coastal Market Corridor
55000000,4.0,0,Villa,Kilifi/kikambala/Mtwapa,Coastal Market Corridor
27000000,3.0,0,Townhouse,Mombasa,Coastal Market Corridor
45000000,4.0,0,Townhouse,Westlands,Premium Nairobi Suburbs
12500000,3.0,0,Villa,Embakasi / Eastlands,High Density Upcoming Suburbs
70000000,6.0,0,Villa,Mombasa,Coastal Market Corridor
150000000,5.0,0,Villa,Westlands,Premium Nairobi Suburbs
8700000,3.0,0,Villa,Ruiru,Kiambu/Thika_Road Corridor
85000000,4.0,0,Villa,Westlands,Premium Nairobi Suburbs
7500000,3.0,0,Villa,Ruiru,Kiambu/Thika_Road Corridor
17000000,3.0,0,Villa,Other,Other_Unclassified
7500000,4.0,0,Villa,Embakasi / Eastlands,High Density Upcoming Suburbs
12500000,3.0,0,Villa,Mombasa Road / Syokimau,SatelliteTowns/Commuter Belt
28500000,6.0,0,Villa,Kileleshwa,Premium Nairobi Suburbs
12600000,4.0,0,Townhouse,Kamulu/Joska/Eastern Bypass,SatelliteTowns/Commuter Belt
75000000,5.0,0,Townhouse,Lavington,Premium Nairobi Suburbs
70000000,5.0,0,Townhouse,Westlands,Premium Nairobi Suburbs
45000000,4.0,0,Villa,Roysambu Area,High Density Upcoming Suburbs
21000000,3.0,0,Townhouse,Kiambu Road,Kiambu/Thika_Road Corridor
65000000,5.0,0,Townhouse,Westlands,Premium Nairobi Suburbs
20000000,5.0,0,Villa,Kiambu Road,Kiambu/Thika_Road Corridor
16000000,3.0,0,Townhouse,Other,Other_Unclassified
30000000,4.0,0,Townhouse,Westlands,Premium Nairobi Suburbs
85000000,4.0,0,Townhouse,Karen,Premium Nairobi Suburbs
28000000,4.0,1,Villa,Kiambu Road,Kiambu/Thika_Road Corridor
30000000,4.0,0,Townhouse,Kiambu Road,Kiambu/Thika_Road Corridor
4500000,2.0,0,Villa,Kilifi/kikambala/Mtwapa,Coastal Market Corridor
26000000,4.0,0,Villa,Ruiru,Kiambu/Thika_Road Corridor
12000000,4.0,0,Townhouse,Ruiru,Kiambu/Thika_Road Corridor
7000000,3.0,0,Villa,Juja / Kenyatta Road,Kiambu/Thika_Road Corridor
26000000,4.0,0,Townhouse,Nyali,Coastal Market Corridor
26800000,4.0,0,Townhouse,Westlands,Premium Nairobi Suburbs
85000000,6.0,0,Villa,Nyali,Coastal Market Corridor
14800000,3.0,0,Villa,Kilifi/kikambala/Mtwapa,Coastal Market Corridor
15900000,4.0,0,Villa,Kitengela,SatelliteTowns/Commuter Belt
61000000,4.0,0,Villa,Nyali,Coastal Market Corridor
16500000,4.0,1,Villa,Ngong,SatelliteTowns/Commuter Belt
6750000,3.0,0,Villa,Juja / Kenyatta Road,Kiambu/Thika_Road Corridor
85000000,4.0,0,Villa,Kilifi/kikambala/Mtwapa,Coastal Market Corridor
14000000,4.0,0,Villa,Mombasa Road / Syokimau,SatelliteTowns/Commuter Belt
15500000,4.0,0,Townhouse,Ruiru,Kiambu/Thika_Road Corridor
29990000,4.0,1,Villa,Kiambu Road,Kiambu/Thika_Road Corridor
55000000,5.0,0,Villa,Kileleshwa,Premium Nairobi Suburbs
30000000,5.0,0,Villa,Ngong,SatelliteTowns/Commuter Belt
160000000,5.0,0,Villa,Westlands,Premium Nairobi Suburbs
50000000,5.0,0,Townhouse,Lavington,Premium Nairobi Suburbs
20295000,3.0,0,Villa,Kiambu Road,Kiambu/Thika_Road Corridor
11980000,2.0,0,Villa,Athi River,SatelliteTowns/Commuter Belt
29400000,4.0,0,Villa,Kiambu Road,Kiambu/Thika_Road Corridor
12000000,4.0,0,Townhouse,Karen,Premium Nairobi Suburbs
27000000,3.0,0,Villa,Nyali,Coastal Market Corridor
16500000,4.0,0,Townhouse,Mombasa,Coastal Market Corridor
8500000,3.0,0,Townhouse,Kikuyu,SatelliteTowns/Commuter Belt
12600000,4.0,0,Villa,Ruiru,Kiambu/Thika_Road Corridor
138000000,4.0,0,Villa,Muthaiga,Premium Nairobi Suburbs
12980000,3.0,0,Townhouse,Nyali,Coastal Market Corridor
85000000,8.0,0,Villa,Nyali,Coastal Market Corridor
38000000,5.0,0,Villa,Juja / Kenyatta Road,Kiambu/Thika_Road Corridor
6800000,3.0,0,Villa,Ongata Rongai,SatelliteTowns/Commuter Belt
6250000,3.0,0,Villa,Kitengela,SatelliteTowns/Commuter Belt
70000000,5.0,0,Villa,Mombasa,Coastal Market Corridor
6200000,3.0,0,Villa,Kitengela,SatelliteTowns/Commuter Belt
12500000,2.0,0,Villa,Ngong,SatelliteTowns/Commuter Belt
95000000,4.0,0,Villa,Kilifi/kikambala/Mtwapa,Coastal Market Corridor
45000000,6.0,0,Townhouse,Thika,Kiambu/Thika_Road Corridor
132000000,6.0,0,Villa,Nyali,Coastal Market Corridor
30000000,4.0,0,Townhouse,Westlands,Premium Nairobi Suburbs
75000000,4.0,0,Villa,Karen,Premium Nairobi Suburbs
55000000,5.0,0,Townhouse,Lavington,Premium Nairobi Suburbs
70000000,6.0,0,Townhouse,Kisumu,Upcountry Luxury Zone
6000000,3.0,0,Villa,Kitengela,SatelliteTowns/Commuter Belt
72000000,9.0,0,Villa,Westlands,Premium Nairobi Suburbs
35000000,4.0,0,Villa,Nyali,Coastal Market Corridor
6500000,3.0,0,Villa,Kitengela,SatelliteTowns/Commuter Belt
16500000,4.0,0,Townhouse,Ngong,SatelliteTowns/Commuter Belt
20000000,4.0,0,Villa,Athi River,SatelliteTowns/Commuter Belt
10500000,3.0,0,Villa,Kitengela,SatelliteTowns/Commuter Belt
95000000,5.0,0,Villa,Karen,Premium Nairobi Suburbs
55000000,5.0,0,Townhouse,Lavington,Premium Nairobi Suburbs
121000000,6.0,0,Villa,Lavington,Premium Nairobi Suburbs
24000000,3.0,0,Townhouse,Kiambu Road,Kiambu/Thika_Road Corridor
35000000,4.0,0,Townhouse,Westlands,Premium Nairobi Suburbs
12500000,4.0,0,Townhouse,Ngong,SatelliteTowns/Commuter Belt
42500000,4.0,0,Townhouse,Westlands,Premium Nairobi Suburbs
95000000,5.0,0,Villa,Karen,Premium Nairobi Suburbs
12000000,4.0,0,Villa,Ongata Rongai,SatelliteTowns/Commuter Belt
5800000,3.0,0,Villa,Other,Other_Unclassified
6300000,3.0,0,Villa,Kitengela,SatelliteTowns/Commuter Belt
41000000,4.0,0,Townhouse,Nyali,Coastal Market Corridor
45000000,6.0,0,Villa,Thika,Kiambu/Thika_Road Corridor
65000000,4.0,0,Villa,Westlands,Premium Nairobi Suburbs
16000000,3.0,0,Villa,Lang'ata,High Density Upcoming Suburbs
80000000,6.0,0,Villa,Westlands,Premium Nairobi Suburbs
5500000,4.0,0,Villa,Kitengela,SatelliteTowns/Commuter Belt
135000000,7.0,0,Villa,Nyali,Coastal Market Corridor
55000000,5.0,0,Townhouse,Lavington,Premium Nairobi Suburbs
35000000,5.0,0,Townhouse,Mombasa Road / Syokimau,SatelliteTowns/Commuter Belt
33000000,3.0,0,Townhouse,Kileleshwa,Premium Nairobi Suburbs
26000000,4.0,0,Villa,Ruiru,Kiambu/Thika_Road Corridor
54000000,5.0,0,Villa,Lavington,Premium Nairobi Suburbs
45000000,3.0,0,Villa,Kileleshwa,Premium Nairobi Suburbs
130000000,5.0,0,Townhouse,Karen,Premium Nairobi Suburbs
75000000,4.0,0,Villa,Kilifi/kikambala/Mtwapa,Coastal Market Corridor
33000000,4.0,0,Villa,Nyali,Coastal Market Corridor
100000000,5.0,0,Villa,Westlands,Premium Nairobi Suburbs
120000000,6.0,1,Villa,Westlands,Premium Nairobi Suburbs
121000000,6.0,0,Villa,Lavington,Premium Nairobi Suburbs
21500000,3.0,0,Villa,Mtwapa,Coastal Market Corridor
45000000,3.0,0,Villa,Mtwapa,Coastal Market Corridor
41000000,4.0,1,Townhouse,Westlands,Premium Nairobi Suburbs
38000000,4.0,0,Townhouse,Kileleshwa,Premium Nairobi Suburbs
50000000,5.0,0,Townhouse,Lavington,Premium Nairobi Suburbs
8500000,3.0,0,Villa,Ruiru,Kiambu/Thika_Road Corridor
50000000,5.0,1,Townhouse,Lavington,Premium Nairobi Suburbs
170000000,4.0,0,Villa,Lavington,Premium Nairobi Suburbs
20500000,4.0,0,Villa,Nyali,Coastal Market Corridor
23500000,5.0,0,Villa,Roysambu Area,High Density Upcoming Suburbs
60000000,5.0,0,Villa,Mtwapa,Coastal Market Corridor
130000000,5.0,0,Villa,Westlands,Premium Nairobi Suburbs
100000000,5.0,0,Villa,Kilifi/kikambala/Mtwapa,Coastal Market Corridor
12000000,3.0,0,Townhouse,Mombasa Road / Syokimau,SatelliteTowns/Commuter Belt
135000000,5.0,0,Villa,Karen,Premium Nairobi Suburbs
70000000,4.0,1,Townhouse,Westlands,Premium Nairobi Suburbs
40000000,4.0,0,Townhouse,Westlands,Premium Nairobi Suburbs
29850000,5.0,0,Townhouse,Roysambu Area,High Density Upcoming Suburbs
10500000,4.0,0,Villa,Ruiru,Kiambu/Thika_Road Corridor
28000000,4.0,0,Villa,Kiambu Road,Kiambu/Thika_Road Corridor
5250000,3.0,0,Villa,Juja / Kenyatta Road,Kiambu/Thika_Road Corridor
8700000,4.0,0,Villa,Kitengela,SatelliteTowns/Commuter Belt
25000000,4.0,0,Villa,Thika,Kiambu/Thika_Road Corridor
5800000,3.0,0,Villa,Kitengela,SatelliteTowns/Commuter Belt
4500000,3.0,0,Villa,Kitengela,SatelliteTowns/Commuter Belt
19000000,4.0,0,Townhouse,Ruiru,Kiambu/Thika_Road Corridor
13500000,4.0,1,Villa,Kiambu Road,Kiambu/Thika_Road Corridor
65000000,4.0,0,Villa,Lavington,Premium Nairobi Suburbs
16500000,4.0,0,Villa,Ngong,SatelliteTowns/Commuter Belt
95000000,5.0,0,Townhouse,Lavington,Premium Nairobi Suburbs
59000000,5.0,0,Villa,Karen,Premium Nairobi Suburbs
45000000,4.0,0,Villa,Westlands,Premium Nairobi Suburbs
10050000,3.0,0,Villa,Juja / Kenyatta Road,Kiambu/Thika_Road Corridor
100000000,4.0,0,Villa,Kilimani,Premium Nairobi Suburbs
55000000,4.0,0,Villa,Roysambu Area,High Density Upcoming Suburbs
16500000,3.0,0,Villa,Mtwapa,Coastal Market Corridor
17000000,3.0,0,Villa,Mtwapa,Coastal Market Corridor
140000000,5.0,0,Townhouse,Karen,Premium Nairobi Suburbs
8000000,3.0,0,Villa,Kitengela,SatelliteTowns/Commuter Belt
13000000,4.0,0,Townhouse,Kitengela,SatelliteTowns/Commuter Belt
150000000,6.0,0,Villa,Westlands,Premium Nairobi Suburbs
36000000,4.0,0,Townhouse,Lang'ata,High Density Upcoming Suburbs
25000000,4.0,0,Townhouse,Westlands,Premium Nairobi Suburbs
60000000,5.0,0,Villa,Lavington,Premium Nairobi Suburbs
13800000,4.0,0,Villa,Ruiru,Kiambu/Thika_Road Corridor
35000000,4.0,0,Townhouse,Westlands,Premium Nairobi Suburbs
7499000,3.0,0,Villa,Diani,Coastal Market Corridor
18000000,3.0,0,Villa,Kileleshwa,Premium Nairobi Suburbs
60000000,6.0,0,Villa,Nyali,Coastal Market Corridor
16000000,4.0,0,Villa,Kitengela,SatelliteTowns/Commuter Belt
13800000,4.0,0,Villa,Mombasa Road / Syokimau,SatelliteTowns/Commuter Belt
79000000,4.0,0,Townhouse,Lavington,Premium Nairobi Suburbs
7800000,3.0,0,Villa,Ruiru,Kiambu/Thika_Road Corridor
